seed,num_vars,cm_connectivity,num_leaves,change,found,depth,num_explanations,num_cm_nodes,msg
1,4,0.5,2,T2,True,1,3,14,Found
1,4,0.5,2,T1,True,1,4,14,Found
1,4,0.5,4,T1,False,0,0,21,NoDiff
1,4,0.5,4,T2,False,0,0,21,NoDiff
1,4,0.5,8,T2,False,0,0,52,NoDiff
1,4,0.5,8,T1,True,1,3,52,Found
1,4,0.0,2,T1,True,1,3,14,Found
1,4,0.0,2,T2,True,1,3,14,Found
1,4,0.0,4,T1,False,0,0,20,NoDiff
1,4,0.0,4,T2,False,0,0,20,NoDiff
1,4,0.0,8,T2,False,0,0,51,NoDiff
1,4,0.0,8,T1,True,1,4,51,Found
1,4,0.75,2,T1,True,1,4,14,Found
1,4,0.75,2,T2,True,1,3,14,Found
1,4,0.75,4,T2,False,0,0,21,NoDiff
1,4,0.75,4,T1,False,0,0,21,NoDiff
1,4,0.75,8,T1,True,1,3,52,Found
1,4,0.75,8,T2,False,0,0,52,NoDiff
1,4,0.25,2,T1,True,1,2,14,Found
1,4,0.25,2,T2,True,1,2,14,Found
1,4,0.25,8,T2,False,0,0,52,NoDiff
1,4,0.25,8,T1,True,1,3,52,Found
1,4,0.25,4,T2,False,0,0,21,NoDiff
1,4,0.25,4,T1,False,0,0,21,NoDiff
